Name;Passport;City from;City to;Date from;Date to;Train;Seat;Cost;Card 
Шахоев Яков Борисович;2335228982;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;1-34;16736;4279661973571542
Лобенская Александра Олеговна;7369984338;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;6-87;3221;4105846204673722
Юзбашев Пётр Алексиевич;7380465985;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;2-59;4173;5213241354913144
Томасова Людмила Леонидовна;9431330364;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;2-6;7741;5213245059231813
Плискунов Игорь Леонидович;7879678503;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;6-99;2686;5213247020018547
Мавина Ирина Игоревна;1501866160;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;1-39;3143;2279017539443038
Бабрицкая Евгения Аркадьевна;4257938560;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;8-74;4820;5213248450416427
Балахничев Юрий Виталиевич;9858049834;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;10-59;4189;4377735795300768
Саманыкин Борис Романович;9005111583;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;4-83;6383;4279664039929427
Чекалева Карина Эдуардовна;1152071975;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;5-17;5303;5469351878841706
Ляпина Дарья Яковлевна;8024686751;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;2-24;3667;5469358419067230
Деулина Карина Романовна;6112839989;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;8-12;8053;2195397467363107
Егуданов Максим Сергеевич;3897719247;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;9-69;11587;5213245074882695
Шевадров Эдуард Яковлевич;9108881995;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;4-54;4620;2279010595900149
Толстин Вадим Петрович;3811760588;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;5-28;2725;5213242825297685
Резвых Вера Вадимовна;9944909255;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;1-4;6699;4279666671862141
Шиндова Наталия Леонидовна;1186664652;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;9-11;4758;5154293055155131
Шулишова Анастасия Никитична;2469335660;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;7-86;4486;2216246476763221
Телейнева Алиса Романовна;3246714439;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;9-38;3193;2216248323001302
Колыбанова Карина Борисовна;3845812589;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;2-84;3871;2216247496579132
Бисиркин Дмитрий Алексеевич;5547700371;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;5-49;2422;2279018497599557
Карымова Оксана Михайловна;3831773682;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;2-88;28703;5213242190765785
Калабушева Алина Эдуардовна;2856656041;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;7-94;5881;2216242255105940
Катонцева Полина Егоровна;9929574480;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;9-67;3086;2216249163722835
Шулепов Ярослав Тимофеевич;2615432617;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;9-97;2775;5213247515439256
Мамров Вадим Алексеевич;3254871920;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;8-71;3688;4105842162935998
Кушлина Кристина Андреевна;6826356502;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;7-92;3256;4105845681195373
Минева Оксана Романовна;8979438261;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;4-81;5564;5213240310401237
Дубинкин Валентин Иванович;7964826615;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;8-84;3764;2195393893706508
Хапенкова Лиза Богдановна;2228794560;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;8-15;2599;4377730874976387
Рязаева Лариса Алексеевна;9706182723;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;1-18;2784;2195392153723209
Эриванцева Катерина Вадимовна;4869173787;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;2-41;3891;4105840728613555
Крамалеева Клара Петровна;1022836809;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;6-76;3375;5469350632547944
Тряков Тарас Романович;9230057721;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;2-22;4884;5154293297779523
Зинцева Анна Алексеевна;3016488022;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;7-17;3393;4105846310870888
Бреднев Владислав Яковлевич;8244750127;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;2-90;3685;4377730273968669
Двоеглазов Виталий Валериевич;8567120440;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;2-84;4239;2216248778021072
Ознобина Клавдия Евгеньевна;5602571026;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;2-82;4236;5154298492884429
Созиев Роман Данилович;2538206802;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;6-78;4703;2216249906998291
Енгалычева Мария Максимовна;3599660954;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;1-52;6401;2279014777099311
Онтопкова Маргарита Петровна;8271912517;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;2-35;4712;5469353850922513
Гурмина Валентина Максимовна;2216058535;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;5-52;4945;2195394831210739
Воженкова Елена Федоровна;4251750022;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;7-6;4124;2216249226675609
Глудин Альберт Юриевич;3186785541;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;6-25;4264;2216246546897791
Фотеенков Вадим Виталиевич;4235776076;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;10-49;6190;2195390435679824
Тихонова Валентина Аркадьевна;3001086127;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;4-59;5207;2279013670697458
Надвоцкий Яков Валериевич;5353191786;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;5-26;3584;2216242054700934
Санехова Маргарита Аркадьевна;3200852158;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;8-3;5088;2279015561471414
Литанов Геннадий Михаилович;8863484197;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;1-57;3823;5469353549369471
Берманова Вероника Николаевна;4377391609;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;10-77;4639;5154293508735023
Гомянина Алиса Ивановна;8102979259;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;5-80;2993;5154293742791016
Любишкина Жанна Валерьевна;4783788002;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;4-71;3325;5154296911309242
Мырсов Тарас Михаилович;6184891216;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;10-88;5157;5213243911892214
Качурков Артур Адамович;8280782948;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;5-9;6109;4377732886428455
Шорыгин Тарас Вадимович;2702894119;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;6-81;5876;5469353521993918
Филомеев Борис Юрьевич;5640902526;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;3-16;2977;4377737394689549
Винеев Юрий Фёдорович;3211610142;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;3-79;4478;2195396584252097
Янева Алиса Егоровна;7107082735;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;7-81;2117;2279015517313797
Дашкуева Карина Олеговна;2510169308;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;8-55;4422;4105843241453805
Вековишева Кристина Егоровна;7456423794;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;2-97;4278;4279669113807390
Шурандина Мария Никитична;5216505138;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;10-8;5911;4377732154032931
Аксанова Елена Василевна;3633147492;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;10-47;5978;4279664794313771
Сусыкин Роман Сергеевич;6323064129;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;9-95;5992;4377736376205934
Керилова Светлана Андреевна;2469445434;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;3-100;3402;2279014323164987
Ветитнева Александра Федоровна;3349481555;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;7-83;2547;2279013096711753
Мосальская Софья Игоревна;4041616435;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;1-99;4095;4279664707516225
Лузанев Роман Павлович;3131286647;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;1-77;27359;5469353984583645
Осенкина Екатерина Богдановна;1882439450;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;8-11;4211;4105841543691136
Казусев Эдуард Романович;6859108322;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;3-89;4085;4105840800449842
Стецовский Алексей Аркадиевич;2387234156;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;10-39;4733;5213241975158193
Лаврипова Евгения Богдановна;5526513024;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;7-91;5660;4105849831261197
Тарженова Евгения Борисовна;1779812048;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;3-75;29934;4105849058756324
Итикин Игорь Игоревич;7870346776;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;10-29;3181;4377732429820001
Чесалова Полина Никитична;1697189172;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;8-62;3682;2216240606994183
Филипенков Антон Максимович;3384615960;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;7-29;3452;4377733662004127
Беллавин Александр Виталиевич;9172571406;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;4-89;4581;5469356043963003
Корнилов Яков Романович;7057886636;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;2-16;5934;5213248280933211
Коркешкин Игорь Юриевич;3766759013;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;1-97;5224;5213242927766625
Сушина Вера Викторовна;2133086001;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;1-55;3178;2195393329409945
Кадуцкий Илья Антонович;8135289853;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;7-47;3604;2279012797256847
Хитровский Станислав Романович;2297600368;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;1-59;2765;2216246771956621
Федерякова Лариса Борисовна;9396370899;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;8-77;8329;5213241581185005
Кофтина Евгения Дмитриевна;4352478710;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;7-96;3205;4377732651661082
Сузюмов Артур Георгиевич;2064870885;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;4-63;3225;5154297446778811
Стаменова Валерия Федоровна;7176094950;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;4-39;11121;5213248012876816
Чуненкова Алиса Петровна;9302712617;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;8-36;5931;2216240986311398
Драцкая Ирина Ивановна;1825157214;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;9-52;6352;5213241983081567
Карабашов Андрей Денисович;6830729121;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;9-45;2948;2216242444990280
Кроковский Виктор Евгеньевич;3959615381;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;6-26;5736;2216245921891278
Забиров Герасим Виталиевич;6819077035;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;6-72;5364;5154291241350188
Абарыкова Валерия Вадимовна;1310290078;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;7-16;6171;4377734345867253
Капунцева Яна Петровна;8080603629;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;2-12;2487;2279010852047839
Арфенова Маргарита Олеговна;6590864418;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;4-52;3551;5469353033657413
Абгафаров Антон Тимофеевич;7006894708;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;10-89;5672;5213248857810337
Квицинский Илья Юриевич;9004391962;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;1-62;2706;2216248518725579
Кульцов Альберт Антонович;4508855527;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;2-98;4571;4105847324638959
Кондранов Владислав Кириллович;4713246821;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;1-29;3413;5213247015615374
Пипенина Раиса Борисовна;6800620554;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;5-3;4971;5213243070792842
Буяков Станислав Юриевич;4116218904;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;1-96;3638;4279662490616814
Соловов Роман Михаилович;3392485372;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;10-70;5426;2195397269730148
Шахоев Алексей Юрьевич;9472705167;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;3-16;4267;2216247192331729
Деваков Леонид Аркадиевич;9946044687;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;5-87;4580;4377738637938879
Вельдяев Руслан Вадимович;8722148436;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;3-81;3010;5154293915017670
Сабрина Ирина Вадимовна;2023167375;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;10-6;3843;4105841990414369
Неродова Жанна Олеговна;6672193612;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;6-66;7689;4279664093797434
Скучарев Илья Антонович;4827982027;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;4-34;4783;2216245942022065
Терпугов Антон Леонидович;2694641231;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;5-84;3580;5213245664229606
Арсеничева Любовь Игоревна;2097319896;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;7-39;5705;4105845255116208
Цупкина Жанна Сергеевна;3680218955;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;8-43;3449;5469357624057299
Легоцкий Иван Адамович;7558932712;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;2-61;2782;5213248345949642
Боглачева Виктория Эдуардовна;3578555436;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;3-52;5095;5154297205901165
Леошкова Оксана Никитична;4081750025;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;1-27;2623;5213241857643894
Нарский Олег Михаилович;5023136004;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;10-68;3876;5154293311722083
Анненский Ярослав Денисович;5364483422;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;9-82;6021;2216242111018251
Пирумов Андрей Игоревич;1787620349;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;10-79;4730;5469351843097080
Трофеев Леонид Юрьевич;7825477711;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;5-98;5908;2216240414191589
Шапагин Павел Алексиевич;9615633457;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;2-39;3753;2279016957062525
Кубочкина Ольга Андреевна;6575592110;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;3-30;2751;4377735670104200
Полстова Инна Эдуардовна;6694685609;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;6-95;4922;2216249792194335
Мягчилов Виталий Борисович;3955637917;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;4-65;20877;4377731078193513
Роденков Николай Юрьевич;1636417804;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;2-9;4105;2279014851803910
Козилова Галина Никитична;6870063231;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;1-43;4987;4377735737772831
Хлопников Геннадий Адамович;4819057993;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;5-49;5203;5154295063658086
Прудентова Елизавета Андреевна;9418840702;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;10-26;26104;5469359119247651
Бобрицкая Марина Эдуардовна;1931775629;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;6-10;4093;5154299638883536
Колубков Вадим Георгиевич;2357384981;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;1-16;4136;5154293238084982
Ашков Пётр Антонович;2927563138;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;4-55;3409;5154294985054018
Жарцова София Алексеевна;2837466618;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;3-23;4997;2216242634641908
Карлашева Лиза Дмитриевна;9182313476;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;1-86;2361;4377732159169577
Азарьев Артём Юриевич;7465276216;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;8-68;3899;4279666230728794
Горонков Алексей Леонидович;3125815558;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;9-83;4599;4105849161463053
Шепшинская Тамара Федоровна;2186153504;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;8-6;3386;4377738654267996
Косенкова Полина Евгеньевна;4300682345;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;6-40;6140;2279018721157523
Шебунов Павел Павлович;7776654338;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;6-71;5822;2279014797635720
Выжина Ольга Яковлевна;1966734009;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;6-90;3006;5469354590271912
Пряничкина Маргарита Ивановна;1806760936;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;9-37;5551;2279016254609645
Урицкий Леонид Романович;6497323650;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;2-91;3012;5154295738260309
Пузова Вера Викторовна;6799279441;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;9-98;26358;2195394050695164
Збойков Михаил Данилович;2284450273;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;7-66;3201;5469355118206211
Елуфимов Георгий Антонович;6479473777;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;1-22;2855;2279011615310751
Юфанов Аркадий Кириллович;3435871577;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;9-54;4717;4377738137533628
Фральцова Клара Борисовна;2908234041;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;3-2;5165;2195397905213655
Коралев Илья Иванович;6366742954;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;4-47;3536;4105842258712462
Дроздикова Александра Алексеевна;3588373691;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;1-30;3430;4279662709507502
Крутова Валентина Евгеньевна;3615424539;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;1-12;6354;4279662856331591
Кабошкина Дарья Вадимовна;7065639106;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;8-64;6052;5213246557919161
Рыдаев Андрей Адамович;9728348956;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;2-42;3382;2216245104226857
Лахомов Станислав Вадимович;5928300789;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;7-86;4723;2195398784244240
Жеребкова Ева Валерьевна;7484717701;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;2-60;2885;4279660358281813
Шовензов Борис Иванович;1729707411;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;7-84;3536;2279012789662662
Малышкова Дарья Василевна;7898455519;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;6-52;2109;4105843905224336
Перетолчин Геннадий Иванович;8389597013;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;1-16;14318;2216241415919771
Талачанова Оксана Андреевна;5919992506;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;10-42;3454;4105842686212249
Замятнин Георгий Валериевич;9452175694;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;7-43;3300;5154290645743843
Шохонов Владимир Максимович;2451864666;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;4-11;21268;2195397513129054
Прокозина Виктория Никитична;5211397858;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;10-78;6047;5469351182534337
Чучуков Денис Романович;4132466121;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;3-44;12046;4377738491975564
Ласнов Павел Аркадиевич;4783075934;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;6-77;3449;4377738664925660
Молчанов Илья Алексиевич;1958562523;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;9-65;6239;4377731638498357
Калитанова Карина Яковлевна;9001989710;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;1-21;3100;2216240366141955
Писменская Валентина Андреевна;6451855120;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;2-99;3132;2279010071425040
Самоларов Василий Алексиевич;1005589784;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;8-17;2599;4279668274419766
Апретова Кристина Борисовна;6791844933;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;10-24;4488;2279011726100266
Щербаев Пётр Юрьевич;6499069713;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;3-1;4180;4377736802297446
Акалелых Лариса Эдуардовна;7412445320;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;2-45;22330;4377733493600209
Дородных Илья Денисович;8826123305;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;2-7;6280;2279013998959145
Терехин Роман Тимофеевич;7327042704;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;1-62;2679;2216249247383333
Баслинова Наталия Алексеевна;6096166125;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;2-48;3732;2279019251103605
Минеков Константин Фёдорович;5928682151;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;6-13;6263;4377737643907007
Счастнева Ирина Борисовна;4238011410;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;3-17;4963;5469352435024611
Пельгаев Игорь Петрович;6646533507;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;9-29;2002;5154294801140552
Бережецкая Алиса Сергеевна;1680219835;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;6-33;3800;4377730709297200
Ромазанов Антон Кириллович;8283941542;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;1-61;4550;5154295396322269
Кливенкова Виктория Аркадьевна;5129118016;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;10-72;2102;4105848664461839
Староносов Роман Алексиевич;6252009100;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;4-13;3509;2195391171583040
Свинчуков Виталий Алексеевич;6297284217;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;2-10;3165;5154296583326726
Биринова Маргарита Максимовна;8219774538;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;9-9;17710;2195397758639988
Морщиков Иван Кириллович;3699665458;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;6-89;3954;2279011290904971
Голузева Алиса Викторовна;4253055274;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;10-46;4438;2279012810716301
Боричева Любовь Борисовна;6657094512;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;6-39;4400;4105845784507704
Каблашова Алина Ивановна;3334042509;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;5-51;4990;2279014341519696
Вандышева Людмила Олеговна;6323375400;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;5-13;4281;5213244621437419
Нусова Виктория Богдановна;9488271026;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;5-75;3910;5213247410740373
Михатова Жанна Борисовна;6354964076;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;2-41;2473;2216247911987848
Павлихина Наталия Николаевна;2520740220;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;8-58;8092;2195391767011745
Привознова Лариса Дмитриевна;6288035437;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;6-72;3823;4377730228869071
Мучкин Тарас Романович;7925715365;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;6-34;2054;5469355480043243
Замчалкина Лариса Николаевна;3258090751;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;6-57;4812;5469354681547139
