Name;Passport;City from;City to;Date from;Date to;Train;Seat;Cost;Card
Юпатова Раиса Викторовна;5960968800;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;5-96;4755;5154294931385804
Маллеров Виктор Максимович;5693168118;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;3-84;3472;2216247345608260
Тунгусова Карина Кирилловна;6167729504;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;7-58;3420;2195392669662166
Домчева Екатерина Сергеевна;6482604049;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;4-13;4737;2216243678596533
Голубихин Вадим Адамович;3457587701;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;3-43;4026;4105846072682716
Бугубова Юлия Петровна;4133551984;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;5-71;4121;4105842184399883
Амитина Кира Ивановна;2113344447;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;9-41;5539;5154294834439256
Холекин Григорий Сергеевич;5226727044;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;2-41;5311;2216245732851535
Екушев Игорь Василиевич;8020611627;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;7-10;2451;5154290202107197
Лохманев Никита Олегович;3529942116;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;2-77;6480;4279667227203419
Ростованов Павел Петрович;9764021514;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;10-75;5473;2216246089472231
Марцелев Семён Алексеевич;3223511882;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;1-42;3253;5154294204926877
Гуревин Герасим Яковлевич;1125698574;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;4-10;3025;4377738437506384
Булушева Клавдия Леонидовна;2366455628;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;1-26;3797;5213247971135118
Ранеткин Анатолий Адамович;6853857919;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;7-35;4043;5154297564602012
Мустайкин Николай Игоревич;3955273808;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;1-30;4401;2195393073804774
Клейщиков Николай Кириллович;2468198332;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;4-57;2286;5154298911346573
Неуструева Алла Дмитриевна;2283159642;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;5-30;4777;2279014805438798
Тысячников Ярослав Иванович;7213518469;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-59;4604;4105845734992571
Репакина Марина Игоревна;1775829232;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;5-64;4071;5154297444431097
Ахремов Евгений Евгеньевич;8178768661;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;5-76;5679;2216241928609529
Лейцманов Геннадий Максимович;7518616859;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;1-15;6375;2195390010501382
Репочкин Олег Валериевич;5954243622;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;8-69;5310;4377731789357993
Гаинцев Григорий Алексеевич;9973021019;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;6-68;4175;5213249383220716
Развязнова Екатерина Вадимовна;6276601973;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;7-42;3845;2216243128337397
Полишнин Руслан Фёдорович;6788889673;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;2-91;3710;2195390856165078
Авюхин Олег Юрьевич;5194777034;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;6-76;2694;4377735769154707
Удальцов Илья Антонович;5067256431;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;5-11;4441;2216247615155858
Которева Ева Федоровна;9994132596;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;9-86;3897;4279663278481866
Бросов Виктор Викторович;9215362717;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-1;5833;4279669757868946
Тюмнякова Людмила Николаевна;4727507064;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;7-69;3181;5213248061174893
Огаркова Наталия Николаевна;6189036094;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-53;3697;5213245852826968
Присекина Светлана Василевна;6959300053;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;8-42;3648;2279017287020730
Несытов Геннадий Алексеевич;5128584850;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;10-24;4849;2195392209205939
Петруняев Андрей Николаевич;9293812160;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-37;4204;2195390001087789
Ижевский Григорий Максимович;7126729940;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-46;4716;5154293907317100
Шелжаев Борис Адамович;9272893284;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;5-85;6318;2195391753779960
Безногов Евгений Максимович;5647244110;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;4-1;5650;2279017179143229
Агнистиков Кирилл Сергеевич;8885396447;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;6-17;3931;2279013336389987
Рецкий Анатолий Кириллович;1877033080;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;8-22;6143;2216248738888913
Новокшенов Семён Алексеевич;9444399223;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;10-37;3106;5469350206070730
Койков Максим Виталиевич;5169273863;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;5-78;5787;4279661579146294
Челновкова Ева Вадимовна;9261799771;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;10-31;3841;2216248834309000
Лисуткина Галина Вадимовна;1350122379;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;10-52;2441;5213242549850493
Бикмунина Клара Андреевна;4787145195;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-23;2748;2195396149694946
Мячин Анатолий Виталиевич;2510694050;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;10-52;4485;4377736594619124
Умаханов Артём Алексиевич;1234181578;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;5-48;4558;4105844664279809
Данилецкий Степан Валериевич;6850472061;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;2-89;3811;2216248262727830
Пелюгин Тарас Игоревич;2198399295;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;9-95;5243;2195398653225911
Лубочкин Никита Юрьевич;5447122675;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;8-6;6348;5213242593618480
Стеценкова Лиза Леонидовна;2425931345;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;3-65;4801;2195398069729241
Догадова Любовь Романовна;5736751905;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;2-88;6251;2216248112541747
Лихневский Яков Данилович;6649031402;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;1-16;4303;2279018160886498
Котыхов Руслан Юриевич;7967207623;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;5-76;5434;2279018965555583
Бочалов Константин Виталиевич;3570266948;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;4-69;4912;5469354670408552
Махин Герасим Фёдорович;4881072940;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;3-92;3610;2279014077369433
Фриев Кирилл Адамович;4603105501;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;9-32;5313;5213242685637901
Извольский Степан Адамович;2824030345;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;4-71;5359;5469354686965740
Сухадаев Борис Викторович;9830432980;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;2-60;2810;2195392476862301
Гатальский Алексей Юрьевич;9841314681;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;2-90;2365;5469350918159667
Легченкова Лариса Валерьевна;4682715313;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;10-68;3700;5154293768013139
Апалкова Зинаида Федоровна;4032421713;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;9-19;5892;4377736678721686
Нарцова Кристина Леонидовна;7132587505;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;4-50;3141;5213241859861980
Шарликов Пётр Юрьевич;3470010058;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;5-78;3204;5213249996906185
Обломская Анна Романовна;6665017208;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;10-57;5482;5213244480616006
Маршируева Клавдия Вадимовна;7282612042;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;8-10;2917;4105844869235824
Томаткина Екатерина Евгеньевна;5594306306;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;6-47;5515;5469353969915120
Зансохов Григорий Тимофеевич;7916158764;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;3-41;6236;2195391767935246
Лкукманова Инна Максимовна;1812189418;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;7-90;6039;4279669186475803
Щельцына Елизавета Дмитриевна;2864012591;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;3-53;4957;5213247752407826
Клих Евгения Валерьевна;2673691039;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;7-86;4628;2216242162154557
Антифеев Леонид Романович;4656386397;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;9-92;3552;2195394963490465
Летицкий Альберт Василиевич;5981107622;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;3-15;2424;4279664662218293
Спилина Клавдия Алексеевна;9492918774;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;10-57;4065;5213242714921520
Мустафаев Николай Юриевич;1007122418;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;5-15;2987;4105845434511014
Бабаркина Алена Никитична;6424840932;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;6-79;2529;4377731605923864
Главин Федор Денисович;2392865731;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;8-95;4846;4105843146385204
Сомикова Виктория Борисовна;2409428202;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;1-42;5749;2195397986679320
Загайнов Антон Фёдорович;7800205641;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;7-18;5571;4279661206526122
Бокадоров Леонид Борисович;1846480491;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-12;4785;2279019631805868
Сатина Марина Николаевна;2177098386;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;8-9;3147;4377735052872834
Демошева Кристина Никитична;9705090398;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;8-97;2514;5469352831013072
Калаганова Елена Аркадьевна;9928367374;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;7-80;6106;5213249202864905
Ачкауева Валентина Евгеньевна;7527584003;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;8-59;4490;2216240712128130
Дивин Кирилл Тимофеевич;5236771559;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-33;5231;2195396810021132
Шмылина Карина Дмитриевна;7258676908;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;1-99;6042;2216246566921917
Поречина Анастасия Борисовна;4035835179;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;4-73;6070;2279018451713234
Дацунова Кира Богдановна;7375890130;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;9-1;3866;4377734232488020
Просняков Антон Фёдорович;5691544183;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;9-71;6243;5154292707378672
Ягупкина София Аркадьевна;2074742692;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-17;2649;4377732967132226
Кононаев Максим Олегович;9631623122;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;4-15;2245;5469350692517170
Скрюкова Виктория Аркадьевна;1726206982;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;6-4;5155;2216247370844933
Немобова Елена Игоревна;7311873732;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;9-87;8870;4105846160329173
Поморова Алла Михайловна;2861892297;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;4-85;6129;5469354550112600
Кобалев Виталий Вадимович;6745350409;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;3-3;3753;5213240047058415
Матинкова Галина Валерьевна;5067464788;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;4-27;3495;2279018194340075
Айданцева Жанна Михайловна;1530451349;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;2-22;4405;2216240761095282
Подверткин Борис Петрович;7504733525;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;8-89;4944;4377739908784829
Анненский Иван Василиевич;9766847750;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;4-55;4524;4105840120928460
Улькина Анна Аркадьевна;7448178623;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;6-96;3692;5154298339132597
Давлетчина Алина Федоровна;2917917406;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;8-64;14480;5154290851066953
Серехин Павел Валериевич;8759837407;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;10-9;5661;5213246888551024
Мошаева Дарья Вадимовна;5741987526;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;1-72;2767;4377733771834000
Хитаров Владимир Николаевич;1340547688;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;8-77;5157;2279019540055465
Бургонова Анна Валерьевна;3494683684;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;10-47;6939;5154295408798346
Недозорова Виолетта Никитична;4317880798;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-42;3041;2279017469838732
Абрасулина Алла Аркадьевна;1583058775;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;1-45;2208;4279666875158616
Алядтин Федор Вадимович;1563250970;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;5-43;3988;4279660423977378
Бучинская Елена Кирилловна;5402127119;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;4-44;3965;4105840916791500
Соковцева Лариса Максимовна;7035166609;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;4-59;8679;4377730848993607
Одаховская Наталья Валерьевна;7017383404;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;4-82;4282;5469354319777171
Балбышев Никита Иванович;4281669568;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;6-37;4255;2216242658778484
Алепилова Галина Романовна;7453050896;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;10-59;5908;5154296747684398
Грибунина Марина Романовна;4214635118;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-67;4870;2279017137505090
Миюзова Виолетта Алексеевна;8272837529;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;9-72;5011;2216249554823319
Шляхцев Павел Петрович;2719327090;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;3-18;2219;4377732595892503
Дыкова Тамара Борисовна;3547523253;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;1-2;3112;4279660250622459
Киюцевский Леонид Данилович;7510234569;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;4-30;6083;5154299399721995
Ильясова Екатерина Эдуардовна;1705345145;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;1-100;2170;5154293997658412
Свешников Игорь Виталиевич;6247699701;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;7-85;5691;4105840032930578
Науменкова Алена Василевна;2075588448;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;10-21;4724;2195395199135998
Кухтенков Яков Игоревич;8808466349;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;9-24;3129;5154298225646150
Титракова Светлана Богдановна;6602163693;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;7-4;12149;2279018639408698
Раскатаев Федор Евгеньевич;4194312537;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;6-20;2066;5469357387058870
Челнавская Катерина Егоровна;4616236678;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-31;5830;4279663557114548
Лопаткин Федор Антонович;1254659724;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-36;3155;2279014368823174
Ножкин Денис Игоревич;7124886604;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;7-37;3294;2216246747327050
Щеголяева Кристина Егоровна;7468014555;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;2-20;5176;4279662984346812
Филиннов Никита Виталиевич;5828515449;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;4-54;2340;5469359336324539
Пустовалов Василий Алексиевич;3804671572;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-80;2409;4377733579330577
Слугин Игорь Игоревич;2058580681;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;2-2;5002;2216243534323731
Контышева Жанна Леонидовна;5081726723;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;10-52;2105;2195399394625844
Оелина Алиса Романовна;9992754614;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;6-32;5012;2216245936912819
Отвечалов Геннадий Николаевич;1317160182;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;10-50;3273;5213243076388243
Чараева Наталия Яковлевна;1129819475;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;6-8;4137;2195396855825272
Шахназаров Александр Кириллович;2200613031;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;9-56;4170;2216248039447688
Чадушкин Альберт Георгиевич;9865436284;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;1-93;2877;4279667281423033
Алленых Игорь Яковлевич;8099491449;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;3-73;2199;4105842851986420
Митрошин Виталий Алексиевич;2819589909;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;5-48;14459;4377732743155212
Олинская Ольга Романовна;6519254445;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;10-69;5999;5213242095076873
Бурлин Руслан Юрьевич;7936462211;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;3-83;6463;2216247577097215
Толстых Андрей Яковлевич;7403035327;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;8-46;4924;4279666737155371
Ахметьев Вадим Георгиевич;3564368272;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;8-11;5166;4105843578133670
Дабужский Юрий Юриевич;9817524182;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;9-4;2016;2195392645340168
Машталова Виолетта Алексеевна;4576395194;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;6-22;12697;4377731617431502
Макрусев Евгений Тимофеевич;4054141801;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;3-23;4340;5213241967141218
Галыкин Георгий Романович;8822864846;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;5-93;5238;2216242461822777
Солидов Владислав Фёдорович;4900732264;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;10-47;4369;5469352134754755
Луканов Борис Вадимович;7872826052;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;3-68;3496;4377736108500936
Алчин Геннадий Игоревич;7037389355;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;2-63;4623;4105842696587070
Гранская Ольга Эдуардовна;7946438394;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;10-5;3799;2216248690947789
Костюшкина Алина Богдановна;3600942829;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;6-17;2641;2195398344258063
Алексухин Альберт Игоревич;3189458952;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;2-43;4169;5154297876183415
Лякшев Павел Алексеевич;6314988556;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;3-90;5709;4105844652664533
Жигарев Денис Олегович;2307644747;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;6-50;3833;2216245501091019
Намсараева Лиза Леонидовна;6293318328;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;3-33;5020;5469355083246922
Иливанова Надежда Олеговна;9025460064;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;10-9;4890;2279016119010231
Терашков Эдуард Иванович;5175663645;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;9-50;6392;5469354991354253
Стенюгина Марина Яковлевна;4235116806;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-35;6219;5469359434549780
Балонева Светлана Максимовна;5630299347;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;7-69;2987;2279017235888179
Тялькина Александра Федоровна;4137905588;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;6-35;12501;4377734182520378
Фарсаева Кира Федоровна;8786705524;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;8-20;3995;5154295587404023
Ильмурзин Борис Кириллович;9882258538;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;3-87;6143;5154291704579618
Кондяков Пётр Юриевич;6457680584;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;4-91;5522;4377732233924074
Шеногин Борис Николаевич;1263122135;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;1-58;4943;4105843363674961
Агальцов Леонид Тимофеевич;1779010463;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;4-66;9318;5213242035426332
Ракутина Инна Федоровна;7081769291;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;2-1;4235;5154295120278554
Скытева София Вадимовна;8458563169;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;7-97;3954;2195393404418921
Сажаева Светлана Ивановна;4367094923;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;1-95;2364;5213246550706338
Ботагов Александр Максимович;2388743426;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;10-8;2411;5213244712431065
Любонова Елизавета Николаевна;8419224031;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;2-53;3552;5154295929883022
Дидяева Мария Викторовна;3342329685;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;6-11;3108;5469350004289759
Уфимцева Наталья Валерьевна;3251998481;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;10-10;3156;2195399811276086
Мосензов Константин Андреевич;4396638110;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;8-70;2767;2216245197621626
Курцов Василий Андреевич;4076246118;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-74;4515;2195395886785998
Карачезов Виктор Максимович;1517932274;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;3-54;6120;2216248165140788
Девишева Инна Аркадьевна;7781083351;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;1-86;4470;2279019876141685
Ландышева Алла Сергеевна;3899759451;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;3-89;4850;5213242330280270
Бутарова Кристина Викторовна;1985440977;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;2-10;4066;2279016361229403
Гордынский Артём Кириллович;3507551869;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;2-11;3167;5154291569000705
Аюсова Инна Николаевна;9285948562;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;4-61;3416;4377736897872198
Калицева Кира Николаевна;7891891013;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;7-54;2519;5213248940062279
Руссева Лариса Валерьевна;5741397431;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;10-76;3677;5154296157512608
Купетов Григорий Юрьевич;4584024792;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;4-33;4598;4377733211468137
